Time,TRW1MT (C)
2004-07-04,21.586000825636802
2004-07-05,21.586000825636802
2004-07-06,21.586000825636802
2004-07-07,21.586000825636802
2004-07-08,21.582117802322234
2004-07-09,21.586000825636802
2004-07-10,21.58015098231932
2004-07-11,21.557886869124616
2004-07-12,21.57255739398823
2004-07-13,21.59227131890501
2004-07-14,21.57720436779289
2004-07-15,21.552705889227227
2004-07-16,21.525271642568978
2004-07-17,21.489113247625763
2004-07-18,21.455095215626887
2004-07-19,21.435434246553683
2004-07-20,21.479929933641586
2004-07-21,21.425893000252792
2004-07-22,21.35586842338446
2004-07-23,21.334754032176747
2004-07-24,21.315591999060143
2004-07-25,21.315978855200434
2004-07-26,21.33647138420134
2004-07-27,21.32098990763431
2004-07-28,21.30416708874911
2004-07-29,21.292702408180674
2004-07-30,21.260011256588186
2004-07-31,21.23663719166389
2004-08-01,21.229890709815663
2004-08-02,21.229890709815663
2004-08-03,21.22173985656248
2004-08-04,21.178112321727024
2004-08-05,21.159463001844976
2004-08-06,20.093222381337654
2004-08-07,20.354527873648205
2004-08-08,20.898215702867176
2004-08-09,20.985005915734455
2004-08-10,20.930355131036332
2004-08-11,20.880987470321283
2004-08-12,20.87496245362672
2004-08-13,20.87496245362672
2004-08-14,20.87496245362672
2004-08-15,20.87496245362672
2004-08-16,20.87496245362672
2004-08-17,20.869660260279904
2004-08-18,20.814364931871115
2004-08-19,20.583844737619845
2004-08-20,20.52113803906832
2004-08-21,20.52113803906832
2004-08-22,20.515654215941357
2004-08-23,20.37854072848215
2004-08-24,20.18433602167571
2004-08-25,20.1683394481388
2004-08-26,20.1683394481388
2004-08-27,20.146563108112776
2004-08-28,19.95729184828032
2004-08-29,19.816488662836488
2004-08-30,19.816488662836488
2004-08-31,19.816488662836488
2004-09-01,19.816488662836488
2004-09-02,19.816488662836488
2004-09-03,19.8506642279659
2004-09-04,20.10003118469104
2004-09-05,20.1683394481388
2004-09-06,20.1683394481388
2004-09-07,20.292798234678642
2004-09-08,20.52113803906832
2004-09-09,20.54702754276107
2004-09-10,20.817514841159028
2004-09-11,20.87496245362672
2004-09-12,20.932055973069726
2004-09-13,21.213170567792467
2004-09-14,21.31957264027925
2004-09-15,21.56379456008923
2004-09-16,21.586000825636802
2004-09-17,21.586000825636802
2004-09-18,21.623132531625053
2004-09-19,21.84455128183404
2004-09-20,21.93632109222692
2004-09-21,21.9433708190918
2004-09-22,21.9433708190918
2004-09-23,22.00202649304498
2004-09-24,22.320896258257946
2004-09-25,22.613864311087777
2004-09-26,22.66220251090999
2004-09-27,22.66220251090999
2004-09-28,22.53576284487352
2004-09-29,22.302078708182307
2004-09-30,22.432119758495165
2004-10-01,22.625227080263205
2004-10-02,22.66220251090999
2004-10-03,22.66220251090999
2004-10-04,22.66220251090999
2004-10-05,22.73089798511942
2004-10-06,22.812891252476547
2004-10-07,22.93035019675438
2004-10-08,23.010214054938203
2004-10-09,23.023820245276514
2004-10-10,23.023820245276514
2004-10-11,23.080579695466568
2004-10-12,23.207369385246665
2004-10-13,23.354915194374517
2004-10-14,23.13520076722876
2004-10-15,23.384056358205612
2004-10-16,23.38700992928352
2004-10-17,23.409219750507614
2004-10-18,23.48630590619385
2004-10-19,23.589580093243374
2004-10-20,23.69912533221624
2004-10-21,23.751849580932685
2004-10-22,23.751849580932685
2004-10-23,23.751849580932685
2004-10-24,23.772032088821717
2004-10-25,23.86109489470276
2004-10-26,23.951929205978445
2004-10-27,24.013864905091395
2004-10-28,24.082525625734057
2004-10-29,24.11670153758084
2004-10-30,24.11841721822566
2004-10-31,24.11841721822566
2004-11-01,24.11841721822566
2004-11-02,24.121349367089532
2004-11-03,24.165342820004966
2004-11-04,24.171521276539544
2004-11-05,24.172228133854944
2004-11-06,24.240991512695643
2004-11-07,24.27174915587992
2004-11-08,24.361606054608675
2004-11-09,24.406945247913058
2004-11-10,24.302604038694874
2004-11-11,24.389023890477343
2004-11-12,24.27667845715872
2004-11-13,24.170006582292267
2004-11-14,23.980355168592602
2004-11-15,23.51331011882394
2004-11-16,23.021130255174246
2004-11-17,22.65641552819957
2004-11-18,22.34861041765033
2004-11-19,22.045943590536666
2004-11-20,21.91599264752796
2004-11-21,21.744944410181176
2004-11-22,21.584910832203754
2004-11-23,21.38122377022345
2004-11-24,21.29093082398688
2004-11-25,21.198270398588974
2004-11-26,21.030712017964348
2004-11-27,20.949615725672956
2004-11-28,20.85282050765025
2004-11-29,20.70796850910535
2004-11-30,20.656336784868348
2004-12-01,20.57316491321599
2004-12-02,20.507376544323844
2004-12-03,20.410240163278754
2004-12-04,20.35628306884079
2004-12-05,20.312018479550787
2004-12-06,20.25235634083418
2004-12-07,20.182645598645692
2004-12-08,20.121632485238493
2004-12-09,20.025642978539157
2004-12-10,20.01578003975769
2004-12-11,20.025292899582052
2004-12-12,19.96889803737884
2004-12-13,19.979900518888044
2004-12-14,19.948981465622193
2004-12-15,19.91463937126085
2004-12-16,19.837662151409674
2004-12-17,19.99302490754546
2004-12-18,19.875526978389313
2004-12-19,19.94499979020462
2004-12-20,19.973541941911932
2004-12-21,19.932254058378355
2004-12-22,19.905923119675627
2004-12-23,15.438947148647562
2004-12-24,19.95056175894157
2004-12-25,19.951136888656823
2004-12-26,19.933958014118584
2004-12-27,19.975413792662213
2004-12-28,20.008399803784307
2004-12-29,20.034437819278015
2004-12-30,20.06497327770033
2004-12-31,20.132524410318645
2005-01-01,20.106418339541182
2005-01-02,20.170758499429763
2005-01-03,20.21543620616577
2005-01-04,20.226925585457177
2005-01-05,20.273921848082242
2005-01-06,20.335490388728434
2005-01-07,20.394175534458096
2005-01-08,20.486076375733425
2005-01-09,20.557414321439794
2005-01-10,20.631744091336966
2005-01-11,20.689421609207248
2005-01-12,20.780054629627443
2005-01-13,20.903588517462786
2005-01-14,20.981319132897106
2005-01-15,21.172560304703754
2005-01-16,21.14710669507154
2005-01-17,21.34447799027315
2005-01-18,21.48051202559097
2005-01-19,21.652637615961222
2005-01-20,21.816072997653684
2005-01-21,21.969772571724473
2005-01-22,22.164387554523945
2005-01-23,22.382005341030386
2005-01-24,22.602381545058435
2005-01-25,22.877059896495172
2005-01-26,23.272336887663673
2005-01-27,23.79979613660151
2005-01-28,24.313165758582088
2005-01-29,24.67237454321409
2005-01-30,24.84147451370781
2005-01-31,24.834975006127696
2005-02-01,24.839181454353337
2005-02-02,24.777802645927647
2005-02-03,24.741455775602567
2005-02-04,24.670367176500505
2005-02-05,24.68346016950312
2005-02-06,24.66461573254587
2005-02-07,24.630731081691565
2005-02-08,24.664695335491082
2005-02-09,24.66861542951825
2005-02-10,24.597293765367052
2005-02-11,24.486790859164106
2005-02-12,24.486790859164106
2005-02-13,24.486790859164106
2005-02-14,24.486790859164106
2005-02-15,24.486790859164106
2005-02-16,24.48403822961843
2005-02-17,24.4550084598718
2005-02-18,24.4669550430708
2005-02-19,24.394095311216383
2005-02-20,24.24117477199964
2005-02-21,24.127079025328626
2005-02-22,24.11841721822566
2005-02-23,24.11841721822566
2005-02-24,24.11841721822566
2005-02-25,24.039354485864433
2005-02-26,23.8692639164281
2005-02-27,23.760788984205686
2005-02-28,23.751849580932685
2005-03-01,23.751849580932685
2005-03-02,23.741904055584666
2005-03-03,23.62318004126268
2005-03-04,23.501944642886325
2005-03-05,23.391910461885168
2005-03-06,23.38700992928352
2005-03-07,23.38700992928352
2005-03-08,23.38700992928352
2005-03-09,23.384122730589382
2005-03-10,23.367983740056196
2005-03-11,23.193111499139672
2005-03-12,23.0727661909546
2005-03-13,23.059104541961286
2005-03-14,23.023820245276514
2005-03-15,23.023820245276514
2005-03-16,23.023820245276514
2005-03-17,23.014623400484982
2005-03-18,23.023820245276514
2005-03-19,23.023820245276514
2005-03-20,23.023820245276514
2005-03-21,23.023820245276514
2005-03-22,22.729352327771224
2005-03-23,22.62703325674294
2005-03-24,22.302078708182307
2005-03-25,22.302078708182307
2005-03-26,22.302078708182307
2005-03-27,22.172104639654137
2005-03-28,21.9433708190918
2005-03-29,21.96588138590165
2005-03-30,21.9433708190918
2005-03-31,21.68270871027727
2005-04-01,21.586000825636802
2005-04-02,21.586000825636802
2005-04-03,21.3869073015554
2005-04-04,21.229890709815663
2005-04-05,21.229890709815663
2005-04-06,21.151075419658053
2005-04-07,20.87496245362672
2005-04-08,20.843993477445874
2005-04-09,20.5954693295374
2005-04-10,20.536272280647008
2005-04-11,20.52113803906832
2005-04-12,20.52113803906832
2005-04-13,20.52113803906832
2005-04-14,20.52113803906832
2005-04-15,20.52113803906832
2005-04-16,20.53879046325956
2005-04-17,20.792386899112287
2005-04-18,20.87496245362672
2005-04-19,20.87496245362672
2005-04-20,20.87496245362672
2005-04-21,20.89018354843405
2005-04-22,21.03564518055696
2005-04-23,21.14666836498254
2005-04-24,21.229890709815663
2005-04-25,21.229890709815663
2005-04-26,21.229890709815663
2005-04-27,21.301737487569053
2005-04-28,21.564871972517295
2005-04-29,21.586000825636802
2005-04-30,21.586000825636802
2005-05-01,21.586000825636802
2005-05-02,21.586000825636802
2005-05-03,21.613383372548387
2005-05-04,21.63126348268227
2005-05-05,21.789728135705204
2005-05-06,21.731019113368305
2005-05-07,21.843480942449
2005-05-08,21.871237201078088
2005-05-09,21.914751032416476
2005-05-10,21.81639228533465
2005-05-11,21.9433708190918
2005-05-12,21.9433708190918
2005-05-13,21.9433708190918
2005-05-14,21.9433708190918
2005-05-15,21.9433708190918
2005-05-16,21.9433708190918
2005-05-17,21.9433708190918
2005-05-18,21.9433708190918
2005-05-19,21.9433708190918
2005-05-20,21.9433708190918
2005-05-21,21.9433708190918
2005-05-22,21.9433708190918
2005-05-23,21.946291584676704
2005-05-24,21.9483856497781
2005-05-25,21.948564100543262
2005-05-26,21.9433708190918
2005-05-27,21.9433708190918
2005-05-28,21.945934683146376
2005-05-29,21.96774937872438
2005-05-30,22.014969636297767
2005-05-31,22.0305239876857
2005-06-01,22.000110878708735
2005-06-02,21.995700595512577
2005-06-03,21.9433708190918
2005-06-04,21.946040296864535
2005-06-05,21.960483883285633
2005-06-06,21.958859617137435
2005-06-07,21.9433708190918
2005-06-08,21.9433708190918
2005-06-09,21.9433708190918
2005-06-10,21.9433708190918
2005-06-11,21.9433708190918
2005-06-12,21.9433708190918
2005-06-13,21.946819653267486
2005-06-14,21.94868792352317
2005-06-15,21.9433708190918
2005-06-16,21.948483979791558
2005-06-17,21.961525453057803
2005-06-18,21.976081936901775
2005-06-19,21.972582116793177
2005-06-20,21.96622708444199
2005-06-21,21.9433708190918
2005-06-22,21.95382657718937
2005-06-23,21.95584780524377
2005-06-24,21.96045839031918
2005-06-25,21.9433708190918
2005-06-26,21.950494282288894
2005-06-27,21.9433708190918
2005-06-28,21.9433708190918
2005-06-29,21.9433708190918
2005-06-30,21.950800197886313
2005-07-01,21.9433708190918
2005-07-02,21.9433708190918
2005-07-03,22.02626302043591
2005-07-04,22.030789842907268
2005-07-05,21.945872771656425
2005-07-06,22.001618605581747
2005-07-07,21.9952016617406
2005-07-08,21.95644506902921
2005-07-09,21.9433708190918
2005-07-10,21.961030161138176
2005-07-11,22.03101563775299
2005-07-12,22.045615823825145
2005-07-13,21.997040797177476
2005-07-14,21.956765552036025
2005-07-15,21.98784511999309
2005-07-16,21.9433708190918
2005-07-17,21.9433708190918
2005-07-18,21.978379945734776
2005-07-19,21.992867234384086
2005-07-20,21.958662957110512
2005-07-21,21.9433708190918
2005-07-22,21.9433708190918
2005-07-23,21.9433708190918
2005-07-24,21.937501601439763
2005-07-25,21.9433708190918
2005-07-26,21.9433708190918
2005-07-27,21.9433708190918
2005-07-28,21.94152040184986
2005-07-29,21.9433708190918
2005-07-30,21.89544501252557
2005-07-31,21.87130250992192
2005-08-01,21.70293993878915
2005-08-02,21.656407387558033
2005-08-03,21.62252661068504
2005-08-04,21.611601892419387
2005-08-05,21.596856606789505
2005-08-06,21.593547625368622
2005-08-07,21.60684523162688
2005-08-08,21.586000825636802
2005-08-09,21.586000825636802
2005-08-10,21.586000825636802
2005-08-11,21.586000825636802
2005-08-12,21.586000825636802
2005-08-13,21.540662732187354
2005-08-14,21.354791010956397
2005-08-15,21.307713872614666
2005-08-16,21.2316803713992
2005-08-17,21.229890709815663
2005-08-18,21.229890709815663
2005-08-19,21.229890709815663
2005-08-20,21.097913295677834
2005-08-21,20.939515174360242
2005-08-22,20.87496245362672
2005-08-23,20.87496245362672
2005-08-24,20.79335950673333
2005-08-25,20.589017609177716
2005-08-26,20.52113803906832
2005-08-27,20.52113803906832
2005-08-28,20.511939830191736
2005-08-29,20.309034792637178
2005-08-30,20.1683394481388
2005-08-31,20.1683394481388
2005-09-01,20.1683394481388
2005-09-02,20.326675438555057
2005-09-03,20.47925896656641
2005-09-04,20.52113803906832
2005-09-05,20.645092973773806
2005-09-06,20.874053572910032
2005-09-07,20.985600065811663
2005-09-08,21.229890709815663
2005-09-09,21.241029997368923
2005-09-10,21.459159012838782
2005-09-11,21.586000825636802
2005-09-12,21.586000825636802
2005-09-13,21.586000825636802
2005-09-14,21.78239903211949
2005-09-15,21.9433708190918
2005-09-16,21.9433708190918
2005-09-17,22.110429870102596
2005-09-18,22.295723675831116
2005-09-19,22.302078708182307
2005-09-20,22.320202628850375
2005-09-21,22.414599115396253
2005-09-22,22.639683804556437
2005-09-23,22.825854948667747
2005-09-24,23.023820245276514
2005-09-25,23.27082212160479
2005-09-26,23.38700992928352
2005-09-27,23.205772760681455
2005-09-28,23.023820245276514
2005-09-29,23.023820245276514
2005-09-30,23.06790257016589
2005-10-01,23.258866980345367
2005-10-02,23.344055934918288
2005-10-03,23.378016471282255
2005-10-04,23.384712707334035
2005-10-05,23.38700992928352
2005-10-06,23.417894767403357
2005-10-07,23.456287828942337
2005-10-08,23.582842323929384
2005-10-09,23.704103651049657
2005-10-10,23.732847515742623
2005-10-11,23.751849580932685
2005-10-12,23.762988479349037
2005-10-13,23.85337247097608
2005-10-14,23.751849580932685
2005-10-15,23.974039528561683
2005-10-16,24.059175993704574
2005-10-17,24.094513060347847
2005-10-18,24.115625980734087
2005-10-19,24.11841721822566
2005-10-20,24.11841721822566
2005-10-21,24.15282134756079
2005-10-22,24.305495047714995
2005-10-23,24.431472729259127
2005-10-24,24.4768462369332
2005-10-25,24.48011124453289
2005-10-26,24.486790859164106
2005-10-27,24.486790859164106
2005-10-28,24.50493234186024
2005-10-29,24.585711936070165
2005-10-30,24.62264422487179
2005-10-31,24.657616262844208
2005-11-01,24.665010439483936
2005-11-02,24.736463672614484
2005-11-03,24.69094832398524
2005-11-04,24.7904069541498
2005-11-05,24.854717871258256
2005-11-06,24.85704852174968
2005-11-07,24.848455187840983
2005-11-08,24.846763586677856
2005-11-09,24.86937195060959
2005-11-10,24.85704852174968
2005-11-11,24.90845237222733
2005-11-12,25.016421709516994
2005-11-13,24.87123879325197
2005-11-14,24.657567405248876
2005-11-15,24.11344173924892
2005-11-16,23.68850795537009
2005-11-17,23.285057628654776
2005-11-18,23.003469702091067
2005-11-19,22.809612696628704
2005-11-20,22.62453121306592
2005-11-21,22.41950476489966
2005-11-22,22.1716093477345
2005-11-23,22.08799970147739
2005-11-24,22.01503203678466
2005-11-25,21.903967816645796
2005-11-26,21.757755828379782
2005-11-27,21.651158808734166
2005-11-28,21.52959213871509
2005-11-29,21.387166278429106
2005-11-30,21.249612823068123
2005-12-01,21.1518898058859
2005-12-02,21.095826881403806
2005-12-03,21.03458936124386
2005-12-04,20.99620465373334
2005-12-05,20.946539324533536
2005-12-06,20.71971883053994
2005-12-07,20.72113777794644
2005-12-08,20.704354683558666
2005-12-09,20.69847413443351
2005-12-10,20.664710370702657
2005-12-11,20.675494370992055
2005-12-12,20.664771439325214
2005-12-13,20.645894050410906
2005-12-14,20.60901956666926
2005-12-15,20.559412219213826
2005-12-16,20.472482034172373
2005-12-17,20.539310519820937
2005-12-18,20.573556470854747
2005-12-19,20.53794560669411
2005-12-20,20.48242021706584
2005-12-21,20.48867100457854
2005-12-22,20.4241091137344
2005-12-23,20.332460137673305
2005-12-24,20.3161805974303
2005-12-25,20.318236583370776
2005-12-26,20.290301680322337
2005-12-27,20.278073220390635
2005-12-28,20.28934174263584
2005-12-29,20.32762104881339
2005-12-30,20.35317401693079
2005-12-31,20.369077462184684
2006-01-01,20.43520913627933
2006-01-02,20.382760308493733
2006-01-03,20.460751656962188
2006-01-04,20.47857252665196
2006-01-05,20.58581109897723
2006-01-06,20.663600358680863
2006-01-07,20.748388752695057
2006-01-08,20.77378252286352
2006-01-09,20.859746197411052
2006-01-10,21.002237327820527
2006-01-11,21.026899537304743
2006-01-12,21.041495969047467
2006-01-13,21.19299166343214
2006-01-14,21.328036474152086
2006-01-15,21.428698611139296
2006-01-16,21.550548285203124
2006-01-17,21.673803386684305
2006-01-18,21.768266923967815
2006-01-19,21.95752781212539
2006-01-20,22.144914570007145
2006-01-21,22.368443673283892
2006-01-22,22.530187097643573
2006-01-23,22.73756069572239
2006-01-24,23.017419075533496
2006-01-25,23.317202020595076
2006-01-26,23.72957981155453
2006-01-27,24.18981940042011
2006-01-28,24.709473236278345
2006-01-29,24.993033270015598
2006-01-30,25.20014321134271
2006-01-31,25.184275048882494
2006-02-01,25.224272341447143
2006-02-02,25.22926822398404
2006-02-03,25.226445285818336
2006-02-04,25.196265922777776
2006-02-05,25.130813059283835
2006-02-06,25.092391623767497
2006-02-07,24.996381493864092
2006-02-08,24.958375752053552
2006-02-09,24.948421777316653
2006-02-10,24.885327030844664
2006-02-11,24.921629061209387
2006-02-12,24.879167205931548
2006-02-13,24.85704852174968
2006-02-14,24.85704852174968
2006-02-15,24.85704852174968
2006-02-16,24.85704852174968
2006-02-17,24.85704852174968
2006-02-18,24.85704852174968
2006-02-19,24.853263094257958
2006-02-20,24.82232558854118
2006-02-21,24.664999162142834
2006-02-22,24.62733284291051
2006-02-23,24.556533695563058
2006-02-24,24.486790859164106
2006-02-25,24.486790859164106
2006-02-26,24.486790859164106
2006-02-27,24.468274189489335
2006-02-28,24.399776349640128
2006-03-01,24.30694990218955
2006-03-02,24.129468876252105
2006-03-03,24.121839305228775
2006-03-04,24.11841721822566
2006-03-05,24.11841721822566
2006-03-06,24.116857846880368
2006-03-07,24.046935486891535
2006-03-08,23.83363283943569
2006-03-09,23.751849580932685
2006-03-10,23.751849580932685
2006-03-11,23.751849580932685
2006-03-12,23.733399427577574
2006-03-13,23.69596572956378
2006-03-14,23.626595227248103
2006-03-15,23.451735482330534
2006-03-16,23.396873964293487
2006-03-17,23.73558485027975
2006-03-18,23.751849580932685
2006-03-19,23.751849580932685
2006-03-20,23.621583571458206
2006-03-21,23.323460215498002
2006-03-22,23.02804411003275
2006-03-23,23.023820245276514
2006-03-24,23.023820245276514
2006-03-25,22.955451525233347
2006-03-26,22.690042700153224
2006-03-27,22.66220251090999
2006-03-28,22.639764241565647
2006-03-29,22.381290881124308
2006-03-30,22.302078708182307
2006-03-31,22.302078708182307
2006-04-01,21.983551376072135
2006-04-02,21.9433708190918
2006-04-03,21.91316910708807
2006-04-04,21.61970381732381
2006-04-05,21.57617395657813
2006-04-06,21.310700257398494
2006-04-07,21.229890709815663
2006-04-08,21.210568856038
2006-04-09,20.939133205598505
2006-04-10,20.87496245362672
2006-04-11,20.703647005991375
2006-04-12,20.568010003017694
2006-04-13,20.868298789224045
2006-04-14,20.87496245362672
2006-04-15,20.885423352827868
2006-04-16,21.152585277310568
2006-04-17,21.229890709815663
2006-04-18,21.285417220118433
2006-04-19,21.573140570581003
2006-04-20,21.586000825636802
2006-04-21,21.610067134589315
2006-04-22,21.865014719568432
2006-04-23,21.9433708190918
2006-04-24,21.9433708190918
2006-04-25,21.955774968196764
2006-04-26,22.06885448367212
2006-04-27,22.243197239383413
2006-04-28,22.297881928580182
2006-04-29,22.302078708182307
2006-04-30,22.302078708182307
2006-05-01,22.29352399701156
2006-05-02,22.302078708182307
2006-05-03,22.302078708182307
2006-05-04,22.302078708182307
2006-05-05,22.302078708182307
2006-05-06,22.304148133055847
2006-05-07,22.302078708182307
2006-05-08,22.302078708182307
2006-05-09,22.325032505631196
2006-05-10,22.313778636795952
2006-05-11,22.405447577483773
2006-05-12,22.438192752691187
2006-05-13,22.49024646633878
2006-05-14,22.398142434555623
2006-05-15,22.564274108413866
2006-05-16,22.59823680744261
2006-05-17,22.51277248514772
2006-05-18,22.588357314596728
2006-05-19,22.592807309320353
2006-05-20,22.521371932678747
2006-05-21,22.495825869796427
2006-05-22,22.598801433461887
2006-05-23,22.61867877646727
2006-05-24,22.516454306433324
2006-05-25,22.494952031378077
2006-05-26,22.63187775843452
2006-05-27,22.536022437039627
2006-05-28,22.60918355315176
2006-05-29,22.609504294957897
2006-05-30,22.54268598231994
2006-05-31,22.447543484700795
2006-06-01,22.472831853842923
2006-06-02,22.40153907008128
2006-06-03,22.385802666095934
2006-06-04,22.44885431264036
2006-06-05,22.431900384833664
2006-06-06,22.39098354073517
2006-06-07,22.50992428377585
2006-06-08,22.540910813463515
2006-06-09,22.44734429060366
2006-06-10,22.484301440111974
2006-06-11,22.512278894409327
2006-06-12,22.546599903751897
2006-06-13,22.577235435581155
2006-06-14,22.618452090350374
2006-06-15,22.53058197023429
2006-06-16,22.446459483502256
2006-06-17,21.684628199106715
2006-06-18,21.974814053942367
2006-06-19,22.400120453736875
2006-06-20,22.500147530928064
2006-06-21,22.499515003537397
2006-06-22,22.38735656286494
2006-06-23,22.4925023588246
2006-06-24,22.49248773391383
2006-06-25,22.39851902600789
2006-06-26,22.41581298298992
2006-06-27,22.477190077251507
2006-06-28,22.4546494335318
2006-06-29,22.352838117227023
2006-06-30,22.42781272227428
2006-07-01,22.492085548867742
2006-07-02,22.509511130046672
2006-07-03,22.443823343336497
2006-07-04,22.45760366550674
2006-07-05,22.46647001765926
2006-07-06,22.38406595794236
2006-07-07,22.44550886430239
2006-07-08,22.456744451999185
2006-07-09,22.427538505197393
2006-07-10,22.446883605914504
2006-07-11,22.406552549880868
2006-07-12,22.31433803963279
2006-07-13,22.362940274339355
2006-07-14,22.485083872838025
2006-07-15,22.3084734504152
2006-07-16,22.149987670331047
2006-07-17,22.090294068458054
2006-07-18,22.2299336131238
2006-07-19,22.29318166289064
2006-07-20,22.302078708182307
2006-07-21,22.302078708182307
2006-07-22,22.282475657510137
2006-07-23,22.289066369734847
2006-07-24,22.287948321063325
2006-07-25,22.289902955246173
2006-07-26,22.248709026836142
2006-07-27,22.240393013073728
2006-07-28,22.273129623850146
2006-07-29,22.280365984470098
2006-07-30,22.298404079160903
2006-07-31,22.279905897123182
2006-08-01,22.289349827242777
2006-08-02,22.27293296382323
2006-08-03,22.22709813115188
2006-08-04,22.200777371660894
2006-08-05,22.1180113497894
2006-08-06,22.08895750864551
2006-08-07,21.99179288794077
2006-08-08,21.962956701031466
2006-08-09,21.94590919017993
2006-08-10,21.9433708190918
2006-08-11,21.9433708190918
2006-08-12,21.9433708190918
2006-08-13,21.9433708190918
2006-08-14,21.921782617935843
2006-08-15,21.9433708190918
2006-08-16,21.67944689635472
2006-08-17,21.589516618396484
2006-08-18,21.586000825636802
2006-08-19,21.586000825636802
2006-08-20,21.578618019669996
2006-08-21,21.407766168859244
2006-08-22,21.250893021207037
2006-08-23,21.229890709815663
2006-08-24,21.229890709815663
2006-08-25,21.18828494261743
2006-08-26,20.973341030647255
2006-08-27,20.87496245362672
2006-08-28,20.87496245362672
2006-08-29,20.650477789374666
2006-08-30,20.52113803906832
2006-08-31,20.52113803906832
